time,valueA,valueB,valueC
1169,42,66.66666666,25.5
1170,24,60,11
1171,16,50,16
1172,8,40,11.5
1173,20,66.66666666,21.5
1174,62,60,16.33333333
1175,19,40,12
1176,24,50,8.5
1177,51,56.66666666,34
1178,10,50,8.333333333
1179,15,60,15
1180,2,40,10
1181,13,30,9.5
1182,13,60,17
1183,100,66.66666666,12.6
1184,45,60,11.66666666
1185,41,60,21.5
1186,10,40,9
1187,119,63.33333333,20
1188,15,60,21.5
1189,18,60,17
1190,14,45,18.5
1191,5,30,6
1192,15,50,17.5
1193,8,60,10
1194,2,60,6.333333333
1195,0,50,11
1196,15,37.5,8
1197,27,60,17.5
1198,19,50,8
1199,26,60,10.5
1200,149,57.5,26
1201,1,50,7
1202,11,50,7.5
1203,45,52.5,11.75
1204,23,60,14
1205,1,60,7.5
1206,3,50,15.66666666
1207,3,60,3
1208,33,60,11
1209,5,60,4
1210,1,30,6
1211,12,60,9
1212,28,60,11
1213,1,30,5.5
1214,1,30,6.666666666
1215,16,66.66666666,20.5
1216,0,30,5.5
1217,0,30,6.5
1218,1,30,5
1219,67,66.66666666,22.5
1220,6,30,6
1221,11,30,7.333333333
1222,16,60,5.5
1223,48,66.66666666,15.66666666
1224,9,60,8.5
1225,45,52.5,11
1226,85,50,11.33333333
1227,43,60,20
1228,7,48,12.66666666
1229,48,50,10
1230,55,60,15
1231,36,51.42857142,12
1232,78,60,12
1233,4,60,12.66666666
1234,56,60,12.66666666
1235,56,60,12
1236,172,57.5,24.66666666
1237,12,30,13.5
1238,10,30,17
1239,59,50,10
1240,53,30,10
1241,25,52.5,13
1242,28,60,11
1243,13,42,10
1244,84,66.66666666,20
1245,18,60,22
1246,62,45,27
1247,6,30,8.5
1248,18,50,14.33333333
1249,3,60,12
1250,2,30,8
1251,0,50,9.5
1252,10,50,16
1253,2,30,2
1254,31,60,25
1255,2,30,11
1256,8,50,11
1257,6,30,7
1258,1,30,8
1259,13,50,20
1260,86,56.66666666,24
1261,1,40,11
1262,52,45,17.33333333
1263,13,30,16
1264,9,30,6.666666666
1265,16,56.66666666,22
1266,5,30,8.5
1267,7,30,5.666666666
1268,120,56.66666666,32
1269,10,30,9
1270,70,56.66666666,21.5
1271,44,65,33
1272,10,50,19.75
1273,5,50,19.5
1274,163,75,20
1275,9,50,21
1276,11,30,6
1277,30,42.85714285,20
1278,13,37.5,15
1279,2,30,22
1280,33,36.66666666,18.5
1281,45,68.75,35
1282,28,50,17.66666666
1283,5,30,8.5
1284,0,60,7.5
1285,45,35,16.33333333
1286,44,30,32.5
1287,1,20,8.5
1288,44,66.66666666,15.66666666
1289,0,60,7
1290,28,26.66666666,19.33333333
1291,26,48,21
1292,7,60,7.333333333
1293,6,50,13.5
1294,70,57.5,34.5
1295,1,40,8
1296,5,60,5.25
1297,15,60,21
1298,10,60,11.5
1299,15,53.33333333,18
1300,33,60,12.5
1301,1,40,7.5
1302,0,30,7
1303,51,60,13.66666666
1304,5,50,7
1305,8,50,30
1306,1,30,8
1307,17,60,16
1308,0,30,5
1309,31,50,13.5
1310,42,57.14285714,27.5
1311,37,52.5,18.66666666
1312,15,60,11.33333333
1313,23,60,24.33333333
1314,2,50,8
1315,26,56,18
1316,42,60,18
1317,26,60,21
1318,4,42.85714285,8
1319,67,60,25
1320,80,66.66666666,22
1321,4,50,14.5
1322,15,60,35
1323,63,50,14
1324,73,60,12
1325,19,56.66666666,20
1326,8,53.33333333,11
1327,37,50,35
1328,17,60,18.5
1329,6,30,8
1330,5,50,13.5
1331,12,40,5
1332,16,50,11.66666666
1333,9,50,13
1334,125,56.66666666,35.66666666
1335,52,66.66666666,34
1336,11,50,18
1337,30,52.5,24.66666666
1338,24,66.66666666,20.5
1339,58,52.5,18.5
1340,4,30,4.666666666
1341,6,50,16.5
1342,76,66.66666666,20.5
1343,154,60,36
1344,8,55.71428571,21
1345,13,50,18
1346,54,60,13.5
1347,6,30,2
1348,56,66.66666666,27
1349,70,50,28
1350,21,38,18
1351,15,50,20
1352,15,60,36
1353,63,60,32.5
1354,26,40,16.5
1355,1,30,11.5
1356,24,50,18.33333333
1357,11,60,18
1358,8,50,23.5
1359,30,50,21.5
1360,8,60,15
1361,13,30,8.666666666
1362,39,53.33333333,15.5
1363,176,54,26
1364,18,40,16.5
1365,38,60,25
1366,4,30,10.5
1367,11,60,15
1368,82,66.66666666,28.5
1369,14,43.33333333,7.5
1370,22,60,25
1371,49,45,17
1372,4,30,11.5
1373,9,45,6
1374,2,60,15
1375,17,60,21.66666666
1376,70,60,10.5
1377,4,60,9
1378,6,30,15
1379,19,50,12.5
1380,25,45,8
1381,49,45,19
1382,9,60,19
1383,7,60,14
1384,11,53.33333333,15.66666666
1385,35,35,18
1386,34,60,18
1387,5,50,14
1388,7,50,10
1389,21,50,30
1390,2,60,20
1391,18,50,30
1392,6,45,20
1393,2,60,17
1394,72,60,21
1395,8,48,20
1396,46,60,29.33333333
1397,14,45,20
1398,41,52.5,9.333333333
1399,48,60,16.5
1400,81,55.71428571,27.5
1401,5,50,25
1402,17,45,14
1403,29,50,12.33333333
1404,115,60,21
1405,73,60,13.66666666
1406,57,52.5,12
1407,11,56.66666666,8.5
1408,137,60,19
1409,58,60,10.33333333
1410,159,60,38
1411,26,60,2.5
1412,68,60,29.5
1413,106,51.42857142,29.75
1414,5,33.33333333,13
1415,78,55,22
1416,11,33.33333333,13
1417,9,55,20
1418,15,52.5,20
1419,7,53.33333333,20
1420,102,55,24
1421,7,53.33333333,13
1422,21,50,20
1423,4,55,20
1424,14,60,13
1425,26,55,24
1426,23,60,13
1427,4,52.5,15.33333333
1428,63,61.11111111,20
1429,3,50,9
1430,10,53.33333333,20
1431,27,60,22
1432,8,48,36
1433,23,60,10
1434,17,60,13
1435,4,53.33333333,20
1436,8,60,13
1437,2,54.28571428,7.5
1438,11,56.66666666,18
1439,10,48,36
1440,17,55,17.33333333
1441,86,60,16
1442,14,56.66666666,20
1443,38,50,14.66666666
1444,12,60,13
1445,49,60,18
1446,12,60,10
1447,36,70,32.5
1448,14,47.5,13.33333333
1449,8,50,12
1450,1,60,7.333333333
1451,7,45,10
1452,5,60,12
1453,25,45,10.66666666
1454,29,53.33333333,12.66666666
1455,46,45,13.33333333
1456,5,60,10
1457,34,37.5,10.66666666
1458,63,60,27
1459,32,60,11.33333333
1460,39,55,12
1461,3,60,8
1462,5,60,10
1463,7,50,7
1464,26,40,11
1465,53,60,11.33333333
1466,16,60,10
1467,22,53.33333333,12
1468,23,53.33333333,20
1469,4,50,5
1470,36,40,9.333333333
1471,44,50,11.33333333
1472,176,65,35
1473,30,56.66666666,22
1474,89,60,26
1475,137,57.5,31
1476,35,56.66666666,23.33333333
1477,59,66.66666666,23.33333333
1478,50,60,10
1479,197,65,35
1480,66,60,15.33333333
1481,88,57.5,50
1482,63,56.66666666,10.66666666
1483,59,66.66666666,35
1484,59,60,16
1485,58,66.66666666,35
1486,40,56.66666666,28
1487,85,60,20
1488,64,50,11
1489,40,50,11.33333333
1490,36,60,20
1491,44,50,12
1492,81,60,20
1493,10,30,8.5
1494,4,30,6.5
1495,66,52.5,12.8
1496,0,30,6
1497,39,50,11.33333333
1498,7,30,12
1499,20,40,12
1500,11,30,20
1501,15,30,20
1502,2,30,12
1503,26,50,16
1504,46,60,7.5
1505,3,50,9
1506,2,50,7
1507,12,60,9
1508,7,50,5
1509,13,30,4
1510,3,48,15.5
1511,41,60,13
1512,3,50,8
1513,2,50,4
1514,3,50,15.5
1515,2,30,6
1516,3,30,10.5
1517,26,50,5.5
1518,2,57.5,30
1519,42,60,25
1520,3,30,10.5
1521,5,50,15.5
1522,75,60,14
1523,21,43.33333333,18.5
1524,6,60,9.5
1525,0,30,9.5
1526,16,60,9.5
1527,4,50,25
1528,81,65,30.5
1529,2,50,8
1530,23,50,26
1531,34,30,2
1532,46,43.33333333,20
1533,5,50,11.5
1534,0,30,21
1535,14,43.33333333,20
1536,16,60,5
1537,2,30,23.5
1538,19,30,6
1539,34,60,9.333333333
1540,6,40,25
1541,91,65,32.5
1542,4,50,22
1543,55,45,14
1544,69,56.66666666,20.66666666
1545,83,50,16.66666666
1546,19,50,24.37866666
1547,41,50,18.712
1548,29,50,16.33333333
1549,23,63.33333333,21
1550,7,63.33333333,36
1551,16,50,24
1552,14,50,15
1553,54,60,21.5
1554,5,60,21.5
1555,3,50,30
1556,21,50,21
1557,64,52.5,28
1558,24,60,31
1559,5,60,30
1560,49,60,22.5
1561,71,57.77777777,24
1562,4,40,4.666666666
1563,77,45,25.33333333
1564,27,53.33333333,19.5
1565,20,45,11.33333333
1566,43,52.5,21
1567,59,45,30.5
1568,3,40,8
1569,3,30,17.616
1570,7,30,4.5
1571,6,40,7.5
1572,98,60,33.5
1573,19,53.33333333,16.5
1574,16,30,11
1575,9,30,13.5
1576,26,60,25
1577,13,50,36
1578,9,60,12
1579,8,50,9.666666666
1580,19,50,23
1581,7,30,11
1582,54,30,20.5
1583,32,50,15
1584,102,60,27
1585,12,30,20
1586,5,33.33333333,10
1587,64,60,35.5
1588,16,30,11.33333333
1589,74,50,23
1590,8,30,22.5
1591,11,30,12.5
1592,17,60,10
1593,63,45,23.48366666
1594,8,50,3.5
1595,6,50,4.5
1596,33,40,19
1597,18,60,10
1598,40,52.5,17.66666666
1599,29,60,20
1600,11,30,19
1601,55,45,14.66666666
1602,16,32.5,15.5
1603,39,60,21
1604,19,30,13.5
1605,18,60,25
1606,23,30,12
1607,7,30,14.5
1608,4,38,26
1609,116,52.5,27
1610,23,50,9
1611,5,40,16.835
1612,29,60,7.333333333
1613,32,50,18
1614,23,36.66666666,16
1615,17,40,12.5
1616,18,30,17
1617,34,60,10.5
1618,46,45,19.66666666
1619,46,42.85714285,11
1620,48,50,14
1621,17,50,17.5
1622,90,45,18.33333333
1623,88,47.5,22.5
1624,36,30,11
1625,87,60,24.5
1626,10,30,3
1627,17,40,12
1628,54,52.5,23.33333333
1629,56,60,33
1630,30,30,13
1631,18,30,13.33333333
1632,5,30,7
1633,19,40,9.5
1634,4,36.66666666,18
1635,5,33.33333333,14
1636,45,45,23.9175
1637,22,50,18
1638,106,60,30.5
1639,26,30,15.33333333
1640,47,35,19
1641,18,40,12
1642,35,45,13
1643,15,60,13.25
1644,13,40,12
1645,18,33.33333333,20.5
1646,2,40,6
1647,15,30,18
1648,13,60,22.5
1649,104,60,24.5
1650,13,30,12
1651,2,30,3.666666666
1652,1,50,7
1653,25,60,17.5
1654,11,53.33333333,26
1655,51,60,28
1656,10,52.5,7
1657,60,45,20.5
1658,13,33.33333333,17.011
1659,7,43.33333333,22
1660,15,30,10.5
1661,3,60,6
1662,14,40,10.33333333
1663,10,50,8
1664,10,40,19.25
1665,46,45,18
1666,21,45,4
1667,7,30,5
1668,21,60,18
1669,31,52.5,12
1670,8,60,10
1671,9,60,9
1672,11,60,14
1673,4,40,11.5
1674,1,60,7
1675,27,45,11
1676,70,55,22.33333333
1677,9,30,4
1678,5,50,18
1679,14,30,4
1680,52,45,20
1681,11,40,4
1682,7,30,12.5
1683,8,60,10
1684,11,40,13.33333333
1685,9,40,8
1686,3,50,13
1687,8,37.5,5.5
1688,2,60,7
1689,39,52.5,21.5
1690,29,50,17
1691,51,60,15.66666666
1692,3,46.66666666,12
1693,2,30,8
1694,30,45,12.66666666
1695,18,40,16
1696,74,60,25
1697,35,60,16.66666666
1698,0,60,8
1699,2,60,15.5
1700,97,47.5,29.32433333
1701,41,60,21.33333333
1702,46,52.5,13
1703,9,36.66666666,11.5
1704,3,52.5,8
1705,9,50,9
1706,19,60,7.333333333
1707,11,40,15.5
1708,12,60,18
1709,42,60,18
1710,9,60,18
1711,8,30,5
1712,6,50,6
1713,31,60,16
1714,24,53.33333333,20.5
1715,4,60,8.333333333
1716,8,50,11.5
1717,28,60,19
1718,26,60,14.5
1719,2,60,6
1720,22,60,8
1721,14,50,16.5
1722,7,40,11
1723,11,60,20
1724,34,52.5,10
1725,15,60,9.666666666
1726,30,50,15.66666666
1727,7,40,13
1728,76,60,21.5
1729,35,50,18.66666666
1730,13,52.5,18
1731,20,60,14.33333333
1732,26,60,14.6875
1733,129,60,33
1734,14,60,17.5
1735,16,60,18
1736,26,42.85714285,9.666666666
1737,13,60,20
1738,16,60,7
1739,21,40,13
1740,27,50,18.5
1741,10,60,12.5
1742,59,60,11
1743,3,30,7.5
1744,50,60,22.5
1745,16,50,13.5
1746,6,30,4
1747,9,30,12
1748,18,60,7
1749,8,46.66666666,12
1750,21,50,19.5
1751,41,50,21
1752,53,60,16
1753,21,36.66666666,10.5
1754,22,52.5,13.33333333
1755,36,43.33333333,21.4865
1756,12,50,23
1757,24,60,22.5
1758,11,44,12.5
1759,35,36.66666666,12.33333333
1760,5,45,7.5
1761,117,55,20
1762,4,30,3.5
1763,0,30,7.666666666
1764,35,36.66666666,10
1765,2,30,8
1766,20,46.66666666,8.666666666
1767,15,60,11
1768,38,36.66666666,8.666666666
1769,10,36.66666666,11.66666666
1770,3,60,25.5
1771,29,40,12
1772,22,30,8
1773,38,50,17.33333333
1774,5,30,12.5
1775,2,30,11
1776,9,30,10.66666666
1777,1,50,20
1778,6,30,5.5
1779,6,30,13
1780,3,36.66666666,6
1781,22,46.66666666,11
1782,8,40,20
1783,34,60,30
1784,29,53.33333333,18.5
1785,4,53.33333333,12
1786,7,30,6
1787,26,50,18.5
1788,53,50,18.5
1789,2,30,9
1790,5,30,6
1791,0,30,10.5
1792,13,50,18
1793,1,30,7.5
1794,2,30,10.5
1795,3,30,10.5
1796,1,30,10.5
1797,12,30,7.5
1798,17,50,30
1799,3,30,7.5
1800,2,30,7.5
1801,27,30,12.33333333
1802,17,30,11
1803,5,30,7
1804,2,30,7
1805,17,30,12.33333333
1806,7,30,10.5
1807,2,30,7.333333333
1808,2,30,5.5
1809,2,30,4.5
1810,8,50,15.66666666
1811,5,30,10
1812,3,50,19
1813,12,30,14
1814,4,30,11
1815,4,30,8
1816,7,30,5.666666666
1817,12,60,15
1818,64,45,24
1819,0,30,6
1820,1,30,11.5
1821,44,30,12.5
1822,46,47.5,22.5
1823,24,30,10.33333333
1824,43,35,18
1825,26,30,12
1826,6,60,10.5
1827,11,30,10.5
1828,12,43.33333333,11.66666666
1829,29,30,17.66666666
1830,144,60,26.5
1831,31,60,16
1832,31,60,13.5
1833,17,50,22
1834,36,43.33333333,17.5
1835,10,30,10.33333333
1836,14,50,11.5
1837,8,50,9
1838,33,47.5,12.33333333
1839,127,60,20.33333333
1840,14,45,9
1841,21,53.33333333,11
1842,18,53.33333333,14
1843,26,60,11
1844,53,50,24
1845,13,30,8
1846,11,46.66666666,17.5
1847,23,46.66666666,19.5
1848,23,50,15.66666666
1849,134,52.5,35.5
1850,52,60,19
1851,38,60,14
1852,56,60,17
1853,33,50,22
1854,5,60,10.33333333
1855,18,50,18
1856,6,45,14
1857,51,50,12.66666666
1858,2,60,11.33333333
1859,25,52.5,12.5
1860,128,55,29
1861,16,33.33333333,10.66666666
1862,15,53.33333333,10.66666666
1863,12,30,11.5
1864,56,50,13.66666666
1865,20,30,11
1866,3,30,7.666666666
1867,26,36.66666666,15
1868,56,60,29
1869,73,54,25.33333333
1870,1,40,14
1871,13,50,12
1872,133,60,33.5
1873,3,50,9
1874,7,40,9.666666666
1875,78,60,19.66666666
1876,42,60,18.33333333
1877,68,47.5,21
1878,27,45,8
1879,8,40,9.5
1880,10,52.5,9
1881,2,60,16.5
1882,4,60,8.5
1883,26,52.5,20
1884,10,50,9.5
1885,76,52.5,23
1886,23,60,33
1887,6,50,16.5
1888,28,52.5,7.333333333
1889,42,60,9
1890,18,50,18
1891,13,47.5,12.25
1892,11,60,15.33333333
1893,32,60,21.5
1894,26,60,6.666666666
1895,32,60,8.5
1896,13,60,9.75
1897,9,50,15
1898,24,52.5,17.66666666
1899,5,30,7.5
1900,13,50,12.66666666
1901,5,50,10.5
1902,79,57.5,20.5
1903,39,56.66666666,38
1904,13,56.66666666,38
1905,127,60,20.33333333
1906,52,56.66666666,30
1907,1,40,5
1908,0,50,10
1909,56,60,23.5
1910,72,60,23
1911,9,50,16
1912,18,52.5,13
1913,19,60,19.5
1914,38,52.5,15
1915,5,50,7.5
1916,19,45,7.333333333
1917,25,52.5,20.33333333
1918,17,50,11.5
1919,28,52.5,16.33333333
1920,65,60,27.5
1921,85,52.5,24
1922,4,50,26
1923,17,30,22
1924,21,50,15
1925,32,50,23
1926,8,30,9
1927,13,50,3
1928,4,60,8.5
1929,6,50,13.5
1930,4,30,9
1931,9,50,8
1932,40,45,17
1933,11,50,18.5
1934,1,50,12.5
1935,22,50,23.5
1936,6,53.33333333,25.5
1937,67,57.5,22
1938,16,50,17
1939,14,60,25.5
1940,15,60,13
1941,3,50,16
1942,3,30,12
1943,22,60,15.5
1944,59,60,28.5
1945,4,50,20.5
1946,16,60,17.5
1947,71,52.5,25.66666666
1948,7,50,16.5
1949,5,60,21.5
1950,14,60,22
1951,44,45,19
1952,15,60,13.5
1953,24,60,29
1954,112,60,29.5
1955,22,56.66666666,26
1956,82,60,24.5
1957,72,56.66666666,24.75
1958,30,50,16.5
1959,22,43.33333333,22
1960,28,60,22.5
1961,5,50,8
1962,62,55,23.33333333
1963,1,60,10.5
1964,8,60,12
1965,55,60,19.66666666
1966,48,50,18
1967,40,50,20.5
1968,75,50,25
1969,101,52.5,30
1970,83,52.5,28.33333333
1971,25,60,15
1972,64,50,19
1973,24,52.85714285,19
1974,93,55,26.5
1975,7,50,18
1976,35,60,26
1977,8,50,18
1978,45,40,19
1979,22,58,18
1980,33,50,21.5
1981,24,60,21.5
1982,47,52.5,21.5
1983,11,40,14
1984,19,50,21.25
1985,30,52.5,12.66666666
1986,139,58.57142857,31.25
1987,110,52.5,31.25
1988,172,60,30
1989,143,35,25
1990,72,40,22.5
1991,44,50,10.75
1992,33,40,22
1993,51,50,19.5
1994,59,60,20
1995,44,50,30
1996,31,40,21.5
1997,45,50,26.33333333
1998,100,50,32.5
1999,68,40,24
2000,28,40,21.5
2001,5,50,18
2002,52,47.5,35
2003,38,42.5,21
2004,37,45,19
2005,56,40,27.5
2006,42,53.33333333,27.5
2007,77,52.5,25
2008,42,42.5,18.5
2009,24,60,14.33333333
2010,16,60,30
2011,133,57.5,28.33333333
2012,25,40,12.5
2013,64,60,18.625
2014,99,42.5,25
2015,42,53.33333333,12.33333333
2016,32,50,18.75
2017,12,40,11.5
2018,9,30,13
2019,82,45,18.66666666
2020,16,30,12
2021,96,60,21
2022,113,50,23.6
2023,19,50,18
2024,45,50,19.5
2025,49,35,21
2026,90,52.5,24.5
2027,34,47.14285714,22
2028,2,30,7
2029,24,35,15
2030,110,55,27.5
2031,28,60,22.5
2032,55,50,13.5
2033,60,52.5,22.5
2034,6,30,9
2035,34,50,17.5
2036,26,43.33333333,18.5
2037,56,60,21
2038,91,53.33333333,24.5
2039,62,50,15
2040,32,60,23.5
2041,49,50,19
2042,7,60,18.5
2043,20,50,17.5
2044,17,55,22
2045,25,50,11.33333333
2046,32,60,17.5
2047,21,50,19
2048,21,60,24.5
2049,23,46.66666666,20
2050,53,52.5,27.5
2051,61,47.5,15
2052,7,54,9.666666666
2053,26,60,11.66666666
2054,0,60,9.5
2055,92,60,25
2056,28,57.14285714,20
2057,6,60,7.5
2058,110,52.5,22.5
2059,3,45,20
2060,13,50,20
2061,3,50,20
2062,36,60,15
2063,3,40,13
2064,30,60,11
2065,66,52.5,20
2066,10,50,9.666666666
2067,27,50,20
2068,23,50,16.66666666
2069,17,50,22.5
2070,5,60,8
2071,130,60,20
2072,58,60,15.33333333
2073,27,50,20
2074,60,60,20
2075,52,60,16.33333333
2076,39,50,15
2077,5,60,9
2078,50,60,14.33333333
2079,11,60,9.333333333
2080,1,40,10
2081,8,40,15
2082,35,60,15
2083,14,30,8
2084,51,60,11.66666666
2085,15,40,10.5
2086,12,46.66666666,15
2087,10,37.5,9
2088,53,60,15
2089,13,38.33333333,20
2090,4,40,20
2091,56,60,30
2092,29,52.5,16
2093,42,60,16.66666666
2094,23,50,22.66666666
2095,76,52.5,19
2096,17,45,11.5
2097,10,60,7.333333333
2098,15,40,17.5
2099,22,60,14
2100,4,40,7
2101,3,50,10.5
2102,9,50,14
2103,7,50,11
2104,19,50,15.5
2105,32,50,20.5
2106,10,30,9.5
2107,8,45,10.5
2108,5,30,12.5
2109,1,40,10.5
2110,11,45,11
2111,48,60,21.5
2112,12,60,15
2113,3,60,15
2114,16,50,17
2115,11,60,15
2116,4,50,14.5
2117,21,55,25
2118,29,50,14
2119,37,50,18
2120,102,52.5,28.75
2121,17,45,13
2122,23,60,12
2123,12,60,25
2124,6,37.5,8
2125,22,30,8.5
2126,65,30,12.66666666
2127,33,40,8
2128,11,30,9.5
2129,2,45,10.5
2130,31,60,13
2131,41,60,12
2132,2,40,10
2133,31,40,21
2134,21,48,21.75
2135,6,50,10.5
2136,2,30,11
2137,5,40,19
2138,5,60,16
2139,6,30,7.5
2140,1,30,16
2141,9,50,25.33333333
2142,30,60,31.25
2143,0,30,12.5
2144,18,50,7.666666666
2145,58,50,21.5
2146,66,52.5,13.25
2147,116,52.5,20
2148,19,30,7.5
2149,36,50,22
2150,14,50,17.5
2151,46,30,11.66666666
2152,53,60,25
2153,51,60,16
2154,22,45,14
2155,23,50,15.5
2156,62,45,12.33333333
2157,9,50,14
2158,58,60,10
2159,7,30,11
2160,3,30,5
2161,25,45,11.5
2162,25,50,16
2163,35,50,14.33333333
2164,63,60,22.5
2165,53,50,16.5
2166,12,50,13.5
2167,14,50,18
2168,22,50,17.5
2169,19,50,18.5
2170,39,50,14.5
2171,12,30,13
2172,26,50,16.5
2173,45,60,20
2174,86,60,18.33333333
2175,8,50,11
2176,0,50,9
2177,12,60,13
2178,1,50,12
2179,27,50,11.5
2180,45,60,12.75
2181,7,40,9.5
2182,39,60,13
2183,117,60,20
2184,9,45,6
2185,15,37.5,15
2186,32,50,20
2187,2,50,10
2188,4,37.5,6
2189,19,50,13
2190,55,60,8.333333333
2191,10,37.5,15
2192,6,36,16.66666666
2193,15,52.5,11.5
2194,4,40,17
2195,24,30,10.66666666
2196,52,52.5,21.5
2197,67,60,20.5
2198,22,50,14
2199,6,30,5
2200,29,40,18
2201,75,60,14.66666666
2202,33,52.5,35
2203,6,30,9
2204,69,60,26.66666666
2205,2,30,12
2206,8,30,10.5
2207,17,50,8.666666666
2208,15,30,9
2209,44,46,11.5
2210,50,40,15
2211,16,30,15
2212,25,40,13
2213,36,30,15
2214,71,50,25
2215,34,40,9.333333333
2216,3,30,11
2217,48,46.66666666,18
2218,8,40,11
2219,42,60,13
2220,24,47.5,23
2221,5,40,12
2222,1,40,5
2223,41,50,13
2224,6,33.33333333,16.5
2225,59,45,15.5
2226,5,33.33333333,13
2227,6,36.66666666,21
2228,46,50,20
2229,116,53.33333333,24.5
2230,69,60,9.333333333
2231,73,60,44.71428571
2232,95,60,31.75
2233,48,50,36.33333333
2234,24,60,28.5
2235,130,60,40
2236,36,50,36.66666666
2237,112,60,30.25
2238,113,60,35
2239,4,50,44
2240,18,50,34
2241,2,40,24
2242,0,30,24
2243,2,30,24
2244,13,45,33
2245,36,60,39
2246,0,30,22
2247,3,60,25
2248,3,60,21
2249,18,53.33333333,35.5
2250,28,60,28.33333333
2251,4,50,25
2252,7,60,21
2253,21,60,31
2254,5,50,25.5
2255,2,60,28.5
2256,3,60,21.5
2257,1,50,15.66666666
2258,19,60,26.33333333
2259,8,60,36
2260,9,60,26.66666666
2261,2,50,15.66666666
2262,1,50,20.5
2263,2,60,19.66666666
2264,3,50,23.5
2265,12,60,26
2266,5,60,26.5
2267,23,60,32.5
2268,0,30,12.66666666
2269,3,50,23
2270,32,60,32
2271,3,50,35
2272,15,60,29
2273,6,50,19.5
2274,66,60,38.5
2275,11,60,28.5
2276,13,60,20.33333333
2277,7,50,27.5
2278,3,50,22
2279,3,30,15
2280,0,30,15.33333333
2281,1,30,9.333333333
2282,3,50,20.5
2283,9,30,16.33333333
2284,47,60,34.5
2285,14,30,8
2286,20,30,18
2287,17,50,23.5
2288,37,60,37.5
2289,7,50,24
2290,3,30,14.5
2291,15,53.33333333,25.5
2292,3,50,21
2293,3,30,10.33333333
2294,41,55,21.5
2295,8,60,31
2296,5,30,9
2297,43,40,29.5
2298,9,50,34
2299,19,30,12
2300,9,30,12
2301,19,52.5,25.5
2302,24,40,31
2303,70,46.66666666,40.5
2304,6,40,13
2305,23,32.5,15
2306,10,30,10.33333333
2307,18,35,18
2308,39,30,22
2309,14,50,22
2310,14,52.5,21
2311,25,35,18
2312,1,50,14
2313,10,50,20
2314,4,50,10.5
2315,25,50,39
2316,11,60,19.5
2317,22,40,15.33333333
2318,2,30,10
2319,77,32.5,26.66666666
2320,73,45,27
2321,68,46,27.66666666
2322,73,52.5,36.5
